groupItemTitle,outcomes,outcomePrices,volumeNum,volumeClob,enableOrderBook,active,clobTokenIds,event_ticker,event_title,event_description,event_volume,event_country,event_electionType,event_commentCount,correct_outcome,yes_token_id,closing_price,price_2days_prior,pre_election_vwap_48h,price_volatility,price_range,final_week_momentum,price_fluctuations,last_trade_price,prediction_error,prediction_confidence,market_duration_days,trading_frequency,buy_sell_ratio,trading_continuity,late_stage_participation,volume_acceleration,unique_traders_count,trader_to_trade_ratio,two_way_traders_ratio,trader_concentration,new_trader_influx,comment_per_vol,comment_per_trader,actual_outcome,brier_score,log_loss,prediction_correct
New Hampshire,"[""Yes"", ""No""]","[""0"", ""1""]",390640.5104,390640.5104,True,True,"[""66066379485288400932839585638304895155726200324243998640721576168136495114006"", ""48670610843561447264056446446006131958499862463929355743336858621533815478166""]",us-election-tipping-point-state,Tipping Point State in 2024 Election?,This is a market on which state will be the tipping point in the 2024 U.S. presidential election.,26153232.58, United States, Presidential Tipping Point,128.0,No,6.61e+76,0.005,0.006,0.012793175,0.321997396,0.014212357,-0.005,0.0,0.002,0.005,0.99,111.0,46.55855856,1.078841512,1.189189189,0.125773994,1.994416188,1691.0,3.056179775,0.790656416,1.2749613,0.088704908,0.000327667,0.075694855,0,2.5e-05,0.005012542,1.0
Marco Rubio,"[""Yes"", ""No""]","[""1"", ""0""]",390530.0149,390530.0149,True,True,"[""25718165884149624553938840796126258571419474355666365712425174236393780747878"", ""84379396837560677898665626832080790617671774865811794908025043682161845157128""]",trump-administration,Who will be part of Trump's Administration?,This is a market on who will be in the Trump White House.,7355875.392, United States,Presidential Administration,1121.0,Yes,2.57e+76,0.999,0.999,0.0269352465,0.170871727,0.015,0.0,0.0,0.999,0.001,0.998,144.0,22.64583333,1.062618596,0.493055556,0.0,4.000694449,761.0,4.285151117,0.185282523,1.107022386,0.0,0.002870458,1.473061761,1,1e-06,0.0010005,1.0
Sinn Féin (SF),"[""Yes"", ""No""]","[""0"", ""1""]",387796.3388,387796.3388,True,True,"[""114108888491642587628627878783875625590558491279593920115438704454753468473201"", ""71301702210884362732661703674155162129347955226090158291744272335432208644419""]",2024-irish-general-election,Ireland General Election,This is a market on the outcome and results of the 2024 Irish general election.,1546348.847, Ireland, Parliamentary,767.0,No,1.1399999999999999e+77,0.145,0.147993843,0.137370607,0.229816503,0.139999976,0.097,0.0,0.137,0.145,0.71,16.0,242.9375,1.6,1.375,0.889117571,2.032268735,547.0,7.106032907,0.268738574,1.428093645,0.685557587,0.001977842,1.402193784,0,0.021025,0.15665381,1.0
Mike Lee,"[""Yes"", ""No""]","[""0"", ""1""]",387492.8,387492.8033,True,True,"[""103382259906156390985166957954649120199506248236252178290835450106520097954100"", ""21039712259919223200688492042161150274825633487566918505614500687443101174083""]",republican-vp-supplemental,Republican VP cont.,asd,13042323.83, United States, Vice Presidential,94.0,No,1.0299999999999999e+77,0.001,0.001,0.0269352465,2.18e-16,0.0,0.0,0.0,0.001,0.001,0.998,72.0,11.13888889,1.093994778,0.791666667,0.105985037,1.090131813,266.0,3.015037594,0.131578947,1.312967581,0.105263158,0.000242585,0.353383459,0,1e-06,0.0010005,1.0
Kamala Harris,"[""Yes"", ""No""]","[""1"", ""0""]",386592.7171,386592.7171,True,True,"[""19062100176026748446213405174819858109684423777965681445486983687609963360808"", ""103266443677343746789921697716900170882545110502102780761902624670673976522606""]",washington-presidential-election-winner,Washington Presidential Election Winner,This is a market on predicting the winner of the Washington Presidential Election.,754503.5003, United States, Presidential,12.0,Yes,1.91e+76,0.990999953,0.983000769,0.980517385,0.004215352,0.021997778,0.004000838,0.0,0.987999996,0.009000047,0.981999907,221.0,21.27149321,1.173370319,0.601809955,0.115081897,3.633299906,1562.0,3.009603073,0.35915493,1.175494576,0.196542894,3.10E-05,0.007682458,1,8.1e-05,0.009040792,1.0
Bill Lee,"[""Yes"", ""No""]","[""0"", ""1""]",378435.48,378435.4846,True,True,"[""86657872161126299284419008617732730352652160612228925959280352455077805181878"", ""77591471744880720316290828064576199895854994914331128048488233007832926210964""]",republican-vp-supplemental,Republican VP cont.,asd,13042323.83, United States, Vice Presidential,94.0,No,8.67e+76,0.001,0.001,0.0269352465,0.0,0.0,0.0,0.0,0.001,0.001,0.998,72.0,11.54166667,1.093198992,0.833333333,0.073405535,0.755028365,276.0,3.010869565,0.315217391,1.302045728,0.086956522,0.000248391,0.34057971,0,1e-06,0.0010005,1.0
Evandro Leitão,"[""Yes"", ""No""]","[""1"", ""0""]",374205.1443,374205.1443,True,True,"[""74322477562410185628334329898161527806012130056587898495037034533989208071087"", ""35004175978430136060466950638884034628909384521213937958687247124237036099793""]",fortaleza-mayoral-election-2024,Fortaleza mayoral election 2024,"This is a negrisk market group over which candidate will win the 2024 Fortaleza mayoral election runoff, scheduled for October 27, 2024.",670165.6963, Brazil, Mayoral,10.0,Yes,7.43e+76,0.45,0.5,0.40813165,0.167895612,0.249999995,0.03,2.0,0.35,0.55,0.1,10.0,41.4,1.915492958,1.3,0.466183575,0.665976536,161.0,2.571428571,0.111801242,1.038647343,0.447204969,2.67E-05,0.062111801,1,0.3025,0.798507696,0.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",371605.6255,371605.6255,True,True,"[""24049007044249637778103132838432444757459371928939459975705464077835129239725"", ""5176265336783992999409189184785281818788646328853310777866620264485351356710""]",ohio-presidential-election-winner,Ohio Presidential Election Winner,This is a market on predicting the winner of the Ohio presidential election.,2141154.834, United States, Presidential,35.0,No,2.4e+76,0.001,0.002,0.001127746,0.80162383,0.006,-0.003,0.0,0.001,0.001,0.998,221.0,11.90950226,1.200668896,0.429864253,0.098404255,3.106762918,791.0,3.327433628,0.728192162,1.297492401,0.102402023,9.42E-05,0.044247788,0,1e-06,0.0010005,1.0
Republican,"[""Yes"", ""No""]","[""1"", ""0""]",371151.6742,371151.6742,True,True,"[""75616002261136116956781367343618913629713439405420843305033610719843074106916"", ""38626083512410316523573599135111011627749404692983079263656074805681986958948""]",texas-us-senate-election-winner,Texas Senate Election Winner,This is a market on predicting the winner of the Texas Senate election.,1558467.468, United States, Senate,87.0,Yes,7.56e+76,0.809991495,0.81,0.798707711,0.025905023,0.15,3.32e-09,0.0,0.83,0.190008505,0.61998299,215.0,10.18604651,1.796934866,0.506976744,0.499543379,15.34311807,595.0,3.680672269,0.354621849,1.306849315,0.282352941,0.000234406,0.146218487,1,0.036103232,0.210731531,1.0
Minnesota,"[""Yes"", ""No""]","[""0"", ""1""]",364605.6181,364605.6181,True,True,"[""41873784034610625280581667369305669652309235037150410543763166415964047281446"", ""21470339030427156016136240444691064871003819544018138908030449831956775921043""]",us-election-tipping-point-state,Tipping Point State in 2024 Election?,This is a market on which state will be the tipping point in the 2024 U.S. presidential election.,26153232.58, United States, Presidential Tipping Point,128.0,No,4.19e+76,0.008999925,0.011,0.008322471,0.090174762,0.005,0.0,0.0,0.007,0.008999925,0.98200015,111.0,39.01801802,1.090250965,1.171171171,0.188640037,2.991292014,1570.0,2.758598726,0.710191083,1.275686908,0.132484076,0.000351064,0.081528662,0,8.1e-05,0.009040669,1.0
Yamandú Orsi,"[""Yes"", ""No""]","[""1"", ""0""]",360312.0128,360312.0128,True,True,"[""45515361481111007398679057233513292733142910046367917343052742800683472793006"", ""57895126042047199874475908159407316919301204825855685715290299231817635446235""]",uruguay-presidential-election-winner,Uruguay Presidential Election,"This is a negrisk group over the winner of the 2024 Uruguayan presidential election, scheduled for October 27, 2024.",1043470.037, Uruguay, Presidential,179.0,Yes,4.5499999999999996e+76,0.809999998,0.85,0.832142378,0.051614624,0.259999857,-0.001269976,0.0,0.85,0.190000002,0.619999995,15.0,325.6,1.795649685,3.466666667,0.966625717,2.071340821,2217.0,2.202976996,0.085250338,1.281941032,0.954442941,0.000496792,0.080739738,1,0.036100001,0.210721034,1.0
Labour,"[""Yes"", ""No""]","[""1"", ""0""]",350274.03,350274.0333,True,True,"[""88069462486320420513730051746689198162437225727775562723054345190962534817751"", ""105663745381486743822637748168865033762362475875160443622055031508359118403954""]",uk-elections-who-will-win-most-seats,Which party wins the most seats after UK Election?,qqqqqq,1763874.095, United Kingdom, Parliamentary,2.0,Yes,8.81e+76,0.999,0.999,0.0269352465,0.170871727,0.015,0.0,0.0,0.999,0.001,0.998,272.0,7.345588235,1.336842105,0.216911765,0.0,4.000694449,658.0,3.036474164,0.300911854,1.274774775,0.0,5.71E-06,0.003039514,1,1e-06,0.0010005,1.0
Marija Selak Raspudić,"[""Yes"", ""No""]","[""0"", ""1""]",342744.2119,342744.2119,True,True,"[""73129376438755498550218342794299680313816413826877402833339533250493529987013"", ""79222736783217857739414199938246830935023452758665506480044739400701742648089""]",croatia-presidential-election,Croatia Presidential Election,This is a market on predicting the outcome of the Croatia Presidential Election.,5061742.449, Croatia, Presidential,147.0,No,7.31e+76,0.003,0.004,0.005733138,0.580271875,0.012,0.0,0.0,0.006,0.003,0.994,39.0,54.17948718,2.084671533,1.358974359,0.611452911,3.406666216,564.0,3.746453901,0.264184397,1.54330336,0.627659574,0.000428891,0.260638298,0,9e-06,0.003004509,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",338125.0589,338125.0589,True,True,"[""44935581370307245736169957708106315002192684364598648421157738305620531786069"", ""83055662551928503121747942846073094185754151308984508489501356805850595735308""]",north-carolina-governor-election-winner,North Carolina Governor Election Winner,This is a market on predicting the winner of the North Carolina Governor election.,1166852.481, United States, Governor,29.0,No,4.4899999999999996e+76,0.004,0.001,0.001108593,0.73781264,0.003,0.0,0.0,0.001,0.004,0.992,180.0,7.083333333,1.433206107,0.461111111,0.072156863,1.855462185,436.0,2.924311927,0.516055046,1.375686275,0.098623853,8.58E-05,0.066513761,0,1.6e-05,0.004008021,1.0
Donald Trump,"[""Yes"", ""No""]","[""1"", ""0""]",330794.5854,330794.5854,True,True,"[""87703008426605519925208336988527903011804436242232096541848554921475590263455"", ""87049674204216145729068768761496085994688578839173268808822686330990667812094""]",kansas-presidential-election-winner,Kansas Presidential Election Winner,This is a market on predicting the winner of the presidential election in Kansas.,874644.0323, United States, Presidential,3.0,Yes,8.769999999999999e+76,0.97,0.977999871,0.974710121,0.005357053,0.121,0.00555814,0.0,0.985,0.03,0.94,221.0,20.24886878,1.216443784,0.443438914,0.706592179,22.3081245,1004.0,4.457171315,0.316733068,1.248044693,0.675298805,9.07E-06,0.002988048,1,0.0009,0.030459207,1.0
Helen McEntee,"[""Yes"", ""No""]","[""0"", ""1""]",327443.9407,327443.9407,True,True,"[""86421749051968859873601794131942747302694587165815025324681840099792730519438"", ""105868379608761016124508774221748501486700084708424883561551659896314600127335""]",next-prime-minster-of-ireland,Next Prime Minister of Ireland,This is a market on predicting who will be the next Prime Minister of Ireland.,13618946.85, Ireland, Prime Minister,90.0,No,8.64e+76,0.003,0.006,0.003093869,0.289755258,0.004,-0.001,0.0,0.002,0.003,0.994,16.0,127.8125,1.998533724,4.5,0.911491443,2.083409012,707.0,2.892503536,0.217821782,1.457701711,0.881188119,0.000274856,0.127298444,0,9e-06,0.003004509,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",327358.5284,327358.5284,True,True,"[""29769615289672860419251493731304543241602105645314529273830987309484488699620"", ""39040485221744344354911763435299735878982166567511156025694758595708053562146""]",massachusetts-us-senate-election-winner,Massachusetts Senate Election Winner,"This is a market on the outcome of the Massachusetts Senate election, predicting who will win the seat.",731223.2155, United States, Senate,14.0,No,2.9799999999999996e+76,0.001,0.002,0.001188533,0.54571307,0.002,-0.002,0.0,0.001,0.001,0.998,206.0,9.359223301,1.362745098,0.378640777,0.072095436,2.121665679,683.0,2.82284041,0.503660322,1.251037344,0.109809663,4.28E-05,0.020497804,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",320851.2226,320851.2226,True,True,"[""70027535448638453653257974296337425463349944394224036593892659740305644014944"", ""31857244820670108432687297420282022743176633587262765776217769104833801539127""]",wisconsin-us-senate-election-winner,Wisconsin Senate Election Winner,This is a market on predicting the winner of the Wisconsin Senate election.,1021288.87, United States, Senate,36.0,No,7e+76,0.001,0.001,0.002942502,0.690682125,0.003,0.0,0.0,0.001,0.001,0.998,215.0,11.85116279,1.181506849,0.446511628,0.077315542,2.374691635,996.0,2.558232932,0.579317269,1.274725275,0.142570281,0.000112202,0.036144578,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",319580.1567,319580.1567,True,True,"[""102375361469093552068805007533749378422739103512146739817843764732971902534852"", ""68525154708250166388860939357679033941382732201944568813720313473968164510914""]",kansas-presidential-election-winner,Kansas Presidential Election Winner,This is a market on predicting the winner of the presidential election in Kansas.,874644.0323, United States, Presidential,3.0,No,1.0199999999999999e+77,0.002,0.001,0.001432998,0.479883226,0.007,-0.001,0.0,0.001,0.002,0.996,221.0,8.773755656,1.730985915,0.343891403,0.631768953,19.94584838,397.0,4.884130982,0.518891688,1.443527592,0.319899244,9.39E-06,0.007556675,0,4e-06,0.002002003,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",316933.5995,316933.5995,True,True,"[""24650781797193938159046459422162286974779929514605281886065929447957781584627"", ""109895788901687808446433597017732449111296011229056534824165855797839870249450""]",uruguay-presidential-election-winner,Uruguay Presidential Election,"This is a negrisk group over the winner of the 2024 Uruguayan presidential election, scheduled for October 27, 2024.",1043470.037, Uruguay, Presidential,179.0,No,2.47e+76,0.001,0.001,0.001,0.232108126,0.003,0.0,0.0,0.001,0.001,0.998,15.0,268.4666667,1.174406048,3.2,0.976160914,2.091773387,619.0,6.505654281,0.46365105,1.360814502,0.911147011,0.000564787,0.28917609,0,1e-06,0.0010005,1.0
Democrat,"[""Yes"", ""No""]","[""0"", ""1""]",312748.6939,312748.6939,True,True,"[""28322143177227145441854220355315280956086678254182591384832153995820927628631"", ""63712428736009448243530326324762407553168173153962481359051890088533880336002""]",florida-us-senate-election-winner,Florida Senate Election Winner,This is a market on predicting the winner of the Florida Senate election.,1338228.066, United States, Senate,9.0,No,2.8299999999999998e+76,0.09,0.1,0.09856185,0.088234569,0.04,0.01,0.0,0.09,0.09,0.82,215.0,2.562790698,2.625,0.418604651,0.179673321,5.518537724,172.0,3.203488372,0.104651163,1.2323049,0.220930233,2.88E-05,0.052325581,0,0.0081,0.094310679,1.0
Republican,"[""Yes"", ""No""]","[""0"", ""1""]",311778.3888,311778.3888,True,True,"[""40994307307211011164490062108207518884243302410586753236567329224918356747311"", ""9275571629135399488396700270532321214000531820706790416629003716503933742439""]",maryland-us-senate-election-winner,Maryland Senate Election Winner,This is a market on predicting the winner of the Maryland Senate election.,801653.327, United States, Senate,14.0,No,4.1e+76,0.07,0.08,0.079045685,0.156429866,0.05,-0.04,0.0,0.06,0.07,0.86,215.0,2.106976744,2.02,0.437209302,0.099337748,3.051087985,133.0,3.406015038,0.142857143,1.233995585,0.067669173,4.49E-05,0.105263158,0,0.0049,0.072570693,1.0
Donald Trump,"[""Yes"", ""No""]","[""0"", ""1""]",310841.2759,310841.2759,True,True,"[""47435795361523306068669390191001721952451719478004164497881465650348674823190"", ""19121719258788038444734209085269288771252269686058733426568181068452193926114""]",maryland-presidential-election-winner,Maryland Presidential Election Winner,This is a market on predicting the winner of the Maryland presidential election.,1039134.522, United States, Presidential,14.0,No,4.74e+76,0.009,0.013,0.01255344,0.306104163,0.016,-0.001000002,0.0,0.017,0.009,0.982,221.0,8.158371041,1.628279883,0.447963801,0.354963949,11.20671896,788.0,2.288071066,0.437817259,1.343871326,0.399746193,4.50E-05,0.017766497,0,8.1e-05,0.009040745,1.0
